201,0.554000000
201,0.14000000
201,0.13000000
201,0.14000000
201,0.13000000
201,0.14000000
201,0.12000000
201,0.12000000
201,0.12000000
201,0.11000000
201,0.12000000
201,0.11000000
201,0.12000000
201,0.11000000
201,0.11000000
201,0.12000000
201,0.11000000
201,0.11000000
201,0.14000000
201,0.15000000
201,0.12000000
201,0.12000000
201,0.13000000
201,0.14000000
201,0.12000000
201,0.12000000
201,0.12000000
201,0.11000000
201,0.11000000
201,0.11000000
201,0.11000000
201,0.10000000
201,0.10000000
201,0.11000000
201,0.12000000
201,0.12000000
201,0.13000000
201,0.11000000
201,0.11000000
201,0.12000000
201,0.9000000
201,0.10000000
201,0.10000000
201,0.10000000
201,0.10000000
201,0.10000000
201,0.9000000
201,0.9000000
201,0.9000000
201,0.9000000
201,0.9000000
201,0.10000000
201,0.9000000
201,0.10000000
201,0.9000000
201,0.10000000
201,0.11000000
201,0.10000000
201,0.9000000
201,0.9000000
201,0.9000000
201,0.9000000
201,0.9000000
201,0.10000000
201,0.9000000
201,0.8000000
201,0.8000000
201,0.9000000
201,0.16000000
201,0.7000000
201,0.8000000
201,0.8000000
201,0.9000000
201,0.8000000
201,0.8000000
201,0.8000000
201,0.8000000
201,0.8000000
201,0.8000000
201,0.9000000
201,0.9000000
201,0.8000000
201,0.10000000
201,0.9000000
201,0.9000000
201,0.10000000
201,0.8000000
201,0.9000000
201,0.9000000
201,0.8000000
201,0.9000000
201,0.8000000
201,0.8000000
201,0.9000000
201,0.8000000
201,0.8000000
201,0.7000000
201,0.7000000
201,0.9000000
201,0.10000000
